pair_id,domain,layer,head,head_label,clean_ld,corrupted_ld,patched_ld,behavioral_gap,recovery
65,product,10,11,L10H11,1.6421585083007812,1.0647048950195312,1.0786285400390625,0.57745361328125,0.02411214459359476
65,product,11,0,L11H0,1.6421585083007812,1.0647048950195312,1.0539321899414062,0.57745361328125,-0.018655533241729205
65,product,11,1,L11H1,1.6421585083007812,1.0647048950195312,1.0660324096679688,0.57745361328125,0.0022989113201564316
65,product,11,2,L11H2,1.6421585083007812,1.0647048950195312,1.066436767578125,0.57745361328125,0.002999154423422471
65,product,11,3,L11H3,1.6421585083007812,1.0647048950195312,1.0781326293945312,0.57745361328125,0.023253355882042068
65,product,11,4,L11H4,1.6421585083007812,1.0647048950195312,1.0640106201171875,0.57745361328125,-0.001202304196173766
65,product,11,5,L11H5,1.6421585083007812,1.0647048950195312,1.0622634887695312,0.57745361328125,-0.004227882887644013
65,product,11,6,L11H6,1.6421585083007812,1.0647048950195312,1.0679092407226562,0.57745361328125,0.005549096290032766
65,product,11,7,L11H7,1.6421585083007812,1.0647048950195312,1.0707855224609375,0.57745361328125,0.010530070817038368
65,product,11,8,L11H8,1.6421585083007812,1.0647048950195312,1.0750961303710938,0.57745361328125,0.017994926540534827
65,product,11,9,L11H9,1.6421585083007812,1.0647048950195312,1.1144638061523438,0.57745361328125,0.08616953810379452
65,product,11,10,L11H10,1.6421585083007812,1.0647048950195312,1.074493408203125,0.57745361328125,0.01695116795264771
65,product,11,11,L11H11,1.6421585083007812,1.0647048950195312,1.0748977661132812,0.57745361328125,0.01765141105591375
67,product,0,0,L0H0,1.5984039306640625,0.8102493286132812,0.8000640869140625,0.7881546020507812,-0.012922898214026427
67,product,0,1,L0H1,1.5984039306640625,0.8102493286132812,0.8102569580078125,0.7881546020507812,9.680073568559121e-06
67,product,0,2,L0H2,1.5984039306640625,0.8102493286132812,0.8093414306640625,0.7881546020507812,-0.0011519287546585355
67,product,0,3,L0H3,1.5984039306640625,0.8102493286132812,0.8103790283203125,0.7881546020507812,0.00016456125066550506
67,product,0,4,L0H4,1.5984039306640625,0.8102493286132812,0.8090362548828125,0.7881546020507812,-0.0015391316974009003
67,product,0,5,L0H5,1.5984039306640625,0.8102493286132812,0.8102493286132812,0.7881546020507812,0.0
67,product,0,6,L0H6,1.5984039306640625,0.8102493286132812,0.815338134765625,0.7881546020507812,0.006456609070228934
67,product,0,7,L0H7,1.5984039306640625,0.8102493286132812,0.8086166381835938,0.7881546020507812,-0.002071535743671652
67,product,0,8,L0H8,1.5984039306640625,0.8102493286132812,0.8102035522460938,0.7881546020507812,-5.8080441411354726e-05
67,product,0,9,L0H9,1.5984039306640625,0.8102493286132812,0.803802490234375,0.7881546020507812,-0.008179662165432457
67,product,0,10,L0H10,1.5984039306640625,0.8102493286132812,0.8097991943359375,0.7881546020507812,-0.0005711243405449882
67,product,0,11,L0H11,1.5984039306640625,0.8102493286132812,0.8189468383789062,0.7881546020507812,0.011035283868157398
67,product,1,0,L1H0,1.5984039306640625,0.8102493286132812,0.80419921875,0.7881546020507812,-0.007676298339867383
67,product,1,1,L1H1,1.5984039306640625,0.8102493286132812,0.8153762817382812,0.7881546020507812,0.006505009438071729
67,product,1,2,L1H2,1.5984039306640625,0.8102493286132812,0.8110198974609375,0.7881546020507812,0.0009776874304244713
67,product,1,3,L1H3,1.5984039306640625,0.8102493286132812,0.8116378784179688,0.7881546020507812,0.00176177338947776
67,product,1,4,L1H4,1.5984039306640625,0.8102493286132812,0.8193740844726562,0.7881546020507812,0.011577367987996709
67,product,1,5,L1H5,1.5984039306640625,0.8102493286132812,0.8109130859375,0.7881546020507812,0.0008421664004646435
67,product,1,6,L1H6,1.5984039306640625,0.8102493286132812,0.810211181640625,0.7881546020507812,-4.84003678427956e-05
